MBS,Ime,OIB,DJELATNOST_SIFRA,DJELATNOST_NAZIV,ZUPANIJA,ADRESA,NASELJE,EMAIL_ADRESE,TELEFONSKI_BROJEVI,GFI_COUNT,STATUS,NAZNAKA_IMENA,PRAVNI_OBLIK,OSTALO
40031685,"LOŠINJSKA PLOVIDBA - HOLDING, dioničko društvo za pomorski prijevoz, brodogradnju i turizam",84596290185,,,Primorsko-goranska županija,Lošinjskih brodograditelja 47,Mali Lošinj,lp-holding@losinjplov.hr,,,24,1,LOŠINJSKA PLOVIDBA - HOLDING,d.d.
40036672,"Rijekamontaža Technical Services d.o.o. za projektiranje, proizvodnju, izgradnju i montažu objekata i postrojenja",3259328329,,,Grad Zagreb,Veslačka ulica 6,Zagreb,info@rijekamontaza.hr,,,17,1,Rijekamontaža Technical Services,d.o.o.
40037903,"VODOPRIVREDA društvo za projektiranje, izgradnju i održavanje hidrograđevinskih objekata i građevinarstvo, d. o. o.",87856557282,,,Istarska županija,Verona 4,Buzet,"tajnica@vodoprivreda-istra.hr, vanja.vizintin@vodoprivreda-istra.hr",,,17,1,VODOPRIVREDA,d.o.o.
40037920,"VODOGRADNJA RIJEKA društvo s ograničenom odgovornošću za projektiranje, izgradnju i održavanje hidrograđevinskih objekata i građevinarstvo",79606812499,,,Primorsko-goranska županija,Kukuljanovo 314,Kukuljanovo,info@vodogradnja-rijeka.hr,,,17,1,VODOGRADNJA RIJEKA,d.o.o.
40046858,RIJEKAPROJEKT - GEOTEHNIČKO ISTRAŽIVANJE društvo s ograničenom odgovornošću za pokusno bušenje i sondiranje terena za gradnju,73830211347,,,Primorsko-goranska županija,Janka Polića Kamova 111,Rijeka,info@rpgi.hr,,,17,1,RIJEKAPROJEKT - GEOTEHNIČKO ISTRAŽIVANJE,d.o.o.
40047336,"G. P. P. MIKIĆ društvo s ograničenom odgovornošću za građenje, proizvodnju, projektiranje, putničke agencije i brodogradnju",82386143355,,,Primorsko-goranska županija,Pušća 131,Omišalj,mikic@ri.t-com.hr,,,25,1,G. P. P. MIKIĆ,d.o.o.
40049426,"SPE - OP proizvodnja strojeva, uređaja i opreme za strojogradnju i trgovina, putnička agencija, društvo s ograničenom odgovornošću",31691335267,,,Istarska županija,Ulica Monte Magno - Via Monte Magno 27,Pula,bibasandri@gmail.com,,,17,1,SPE - OP,d.o.o.
40067782,"ROTA društvo s ograničenom odgovornošću za brodogradnju, turizam i trgovinu",87758153004,,,Primorsko-goranska županija,Barbat 226,Rab,info@rota.hr,,,17,1,ROTA,d.o.o.
40080798,MONTRAKER društvo s ograničenom odgovornošću za održavanje i izgradnju,50395561310,,,Istarska županija,Obala maršala Tita 1,Vrsar,montraker@montraker.hr,,,17,1,MONTRAKER,d.o.o.
40091540,"NEAPOLIS, društvo s ograničenom odgovornošću za projektiranje, gradnju, upravljanje, prodaju i iznajmljivanje objekata, turizam, trgovina i export - import",1696133948,,,Istarska županija,Ulica rijeke Dragonje - Via del fiume Dragogna 21,Novigrad - Cittanova,neapolis@neapolis.hr,,,17,1,NEAPOLIS,d.o.o.
40100192,"P. R. I. N. G. PROJEKT društvo s ograničenom odgovornošću za projektiranje, nadzor i gradnju",86666753395,,,Primorsko-goranska županija,Šetalište trinaeste divizije 64,Rijeka,milan@pring-projekt.hr,,,17,1,P. R. I. N. G. PROJEKT,d.o.o.
40101458,"SA - BA društvo s ograničenom odgovornošću za trgovinu, održavanje, servisiranje i ugradnju ugostiteljske i druge opreme",51925240938,,,Primorsko-goranska županija,Kvarnerska cesta 30,Matulji,sa-ba1@ri.t-com.hr,,,17,1,SA - BA,d.o.o.
40122437,"ALTIN d.o.o. za ugradnju automatskih sklopova, trgovinu, ugostiteljstvo, turizam, poljoprivredu i turistička agencija",53611678846,,,Istarska županija,Triban 35,Buje - Buie,ALTIN958@GMAIL.COM,,,17,1,ALTIN,d.o.o.
40140061,"ROJNIĆ - INOX d. o. o. za brodogradnju, građevinarstvo i trgovinu",98382862458,,,Istarska županija,Kochova ulica - Via Robert Koch 20,Pula,majarojnic.pu@gmail.com,,,17,1,ROJNIĆ - INOX,d.o.o.
40147549,"PETRC DIZALO društvo s ograničenom odgovornošću za održavanje, remont, ugradnju i projektiranje dizala, pokretnih stepenica i traka",76849374722,,,Primorsko-goranska županija,Zvonimirova 1,Rijeka,petrc-elevator@ri.t-com.hr,,,16,1,PETRC DIZALO,d.o.o.
40147983,RIVUS društvo s ograničenom odgovornošću za brodogradnju i usluge,94386918173,,,Primorsko-goranska županija,Trinajstićeva 8,Rijeka,rivus@ri.t-com.hr,,,17,1,RIVUS,d.o.o.
40150083,BELANIĆ društvo s ograničenom odgovornošću za proizvodnju i ugradnju građevinske stolarije,7820031512,,,Istarska županija,Vozilići 28,Plomin,rajko.belanic@hotmail.com,,,17,1,BELANIĆ,d.o.o.
40152048,"GIMI - KAMEN društvo s ograničenom odgovornošću za gradnju, investicije, materijale, izrada kamena",28607186082,,,Istarska županija,Pulići 84,Pazin,gimi-kamen@pu.t-com.hr,,,17,1,GIMI - KAMEN,d.o.o.
40152249,"GROGOLF društvo s ograničenom odgovornošću za gradnju, trgovinu, ugostiteljsku djelatnost i usluge",4932367281,,,Grad Zagreb,Koledovčina 1,Zagreb,ured@sfratres.com,,,17,1,GROGOLF,d.o.o.
40152329,"STUDIO B, d. o. o. za gradnju, projektiranje i nadzor",98564062006,,,Primorsko-goranska županija,Ivana Zajca 24,Rijeka,ibobinac@gmail.com,,,17,1,STUDIO B,d.o.o.
40166764,"RUSTICUS d. o. o. za poslovanje nekretninama, ugostiteljstvo i gradnju",55160348421,,,Istarska županija,Divkovićeva ulica - Via Matija Divković 2,Pula,kermas.ts@gmail.com,,,17,1,RUSTICUS,d.o.o.
40178897,"BOREAS d. o. o. za trgovinu, proizvodnju, gradnju, usluge i putnička agencija",75956192290,,,Istarska županija,Kašićeva ulica - Via Bartol Kašić 10,Pula,info@boreas.hr,,,17,1,BOREAS,d.o.o.
40179685,"VALTERM d.o.o. za izgradnju, održavanje bazena i bazenske tehnike",61404019459,,,Istarska županija,Rudani 7,Žminj,valtermdoo@gmail.com,,,17,1,VALTERM,d.o.o.
40179845,"MOLO društvo s ograničenom odgovornošću za brodogradnju, preradu drva, trgovinu",99190515984,,,Istarska županija,Puntice ,Ližnjan,molo.m.g.233@gmail.com,,,16,1,MOLO,d.o.o.
40182074,KVADRAT društvo s ograničenom odgovornošću za gradnju i prodaju nekretnina,14004468212,,,Istarska županija,Ulica sv. Teodora - Via San Teodoro 2,Pula,sh@adventiahomes.com,,,17,1,KVADRAT,d.o.o.
40182355,DOM POREČ društvo s ograničenom odgovornošću za izgradnju i upravljanje nekretninama,76635951646,,,Istarska županija,Pionirska 1,Poreč - Parenzo,dom.porec@pu.t-com.hr,,,17,1,DOM POREČ,d.o.o.
40184424,MONTENES društvo s ograničenom odgovornošću za održavanje i izgradnju komunalne infrastrukture,89770126904,,,Istarska županija,Trg slobode 1,Višnjan,opcina-visnjan@visnjan.hr,,,16,1,MONTENES,d.o.o.
40185843,"BRODOREMONT PUNAT, društvo s ograničenom odgovornošću za brodogradnju",79056917864,,,Primorsko-goranska županija,Obala 5,Punat,info@brodoremont.com,,,17,1,BRODOREMONT PUNAT,d.o.o.
40187386,SIGA NEKRETNINE d. o. o. za poslovanje i gradnju nekretnina,73128113165,,,Istarska županija,Regi 110,Medulin,deny.immobilien1@pu.t-com.hr,,,17,1,SIGA NEKRETNINE,d.o.o.
40192711,KVADRAT GRADNJA društvo s ograničenom odgovornošću za gradnju i prodaju nekretnina,53273828710,,,Istarska županija,Marulićeva ulica - Via Marko Marulić 3,Pula,"aep@gruptagna.com, administracija@jmlotus.hr",,,15,1,KVADRAT GRADNJA,d.o.o.
40200966,GAMA MARINE d. o. o. za brodogradnju i trgovinu,17982561418,,,Istarska županija,Gradina 22,Gradina,info@meridian.hr,,,17,1,GAMA MARINE,d.o.o.
40206286,"IZA DUGE d. o. o. za trgovinu, gradnju, poljoprivredu, poslovanje nekretninama i usluge",34139135849,,,Istarska županija,Mutilska ulica - Via Mutila 34,Pula,info@izaduge.hr,,,17,1,IZA DUGE,d.o.o.
40206954,"SIMILIS d. o. o. za poslovanje nekretninama, gradnju, ugostiteljstvo, trgovinu i usluge",88285706048,,,Istarska županija,Preradovićeva ulica - Via Petar Preradović 38,Pula,odvjetnik.pavicevic@gmail.com,,,17,1,SIMILIS,d.o.o.
40206962,"SILVESTRIA d. o. o. za poslovanje nekretninama, gradnju, ugostiteljstvo, trgovinu i usluge",28300893399,,,Istarska županija,Gradišće 8,Gradišće,anicatomisic111@gmail.com,,,17,1,SILVESTRIA,d.o.o.
40207818,"TREN d. o. o. za gradnju, poslovanje nekretninama i trgovinu",58466624120,,,Istarska županija,Palisina ulica - Via Johann Palisa 39,Pula,zgr.tren@gmail.com,,,17,1,TREN,d.o.o.
40208030,"BUSETTO d. o. o. za trgovinu, ugostiteljstvo, gradnju, poslovanje nekretninama, usluge i turistička agencija",69724968805,,,Istarska županija,Vintijan 26,Vintijan,info@vintijan.hr,,,17,1,BUSETTO,d.o.o.
40208554,DOM OBRTNIKA društvo s ograničenom odgovornošću za izgradnju i upravljanje nekretninama,91636797115,,,Istarska županija,Partizanska 5,Poreč - Parenzo,dom.obrtnika.porec@optinet.hr,,,17,1,DOM OBRTNIKA,d.o.o.
40211606,"MOLNAR d. o. o. za promet nekretninama, izgradnju, trgovinu i turizam",98243741752,,,Primorsko-goranska županija,Butković Milana ,Povile,molnar.tibor@gmail.com,,,17,1,MOLNAR,d.o.o.
40215248,"KAPITALIA d. o. o. za poslovanje nekretninama, gradnju i usluge, turistička agencija",11476515584,,,Primorsko-goranska županija,Zagrebačka 16,Rijeka,info@kapitalia.hr,,,17,1,KAPITALIA,d.o.o.
40219918,EME društvo s ograničenom odgovornošću za građevinarstvo i brodogradnju,44016597388,,,Istarska županija,Štinjanska cesta - Via Stignano 63,Pula,"aldo.majetic@gmail.com, eme.doo.info@gmail.com",,,17,1,EME,d.o.o.
40222729,"PETRA HISTRICA d. o. o., za vađenje i obradu kamena i gradnju",88587846086,,,Istarska županija,Ulica Domenica Segalle - Via Domenico Segalla 8,Rovinj - Rovigno,francesco.laco73@gmail.com,,,17,1,PETRA HISTRICA,d.o.o.
40223344,"OLEUM ARBOS d. o. o. za poljoprivredu, trgovinu, gradnju i usluge",92445851053,,,Istarska županija,Ulica Giordana Dobrana - Via Giordano Dobran 63,Šišan,bruno.trapan@gmail.com,,,17,1,OLEUM ARBOS,d.o.o.
40225627,"STOLARIJA KRAJAČIĆ d. o. o. za izradu i ugradnju stolarije, trgovinu i usluge",65678580195,,,Primorsko-goranska županija,Osojnik 28,Vrbovsko,krajacic.ivica@gmail.com,,,17,1,STOLARIJA KRAJAČIĆ,d.o.o.
40226441,AGENCIJA ZA DRUŠTVENO POTICANU STANOGRADNJU GRADA RIJEKE,33196059754,,,Primorsko-goranska županija,Titov trg 3,Rijeka,apos@rijeka.hr,,,0,1,AGENCIJA ZA DRUŠTVENO POTICANU STANOGRADNJU GRADA RIJEKE,u.
40228919,"ADRIANA BOATS društvo s ograničenom odgovornošću za brodogradnju, usluge i trgovinu",95833720574,,,Primorsko-goranska županija,Verdieva 6,Rijeka,"sales@adriana-boats.com, info@adriana-boats.com",,,20,1,ADRIANA BOATS,d.o.o.
40235364,"ADRIALIFT d. o. o. za projektiranje, održavanje, rekonstrukciju i ugradnju dizala",36856415212,,,Primorsko-goranska županija,Braće Baćić 36,Rijeka,info@adrialift.hr,,,17,1,ADRIALIFT,d.o.o.
40237212,MODERNI I KLASIČNI INTERIJERI društvo sa ograničenom odgovornošću za izgradnju i opremanje objekata,40282100839,,,Primorsko-goranska županija,Pionirska 5,Matulji,info@studio-moschella.com,,,16,1,MODERNI I KLASIČNI INTERIJERI,d.o.o.
40237583,"AMELIE društvo s ograničenom odgovornošću za hortikulturu, trgovinu, gradnju i usluge",99109003331,,,Primorsko-goranska županija,Dražica 10,Mali Lošinj,amelie@amelie-losinj.hr,,,17,1,AMELIE,d.o.o.
40239275,"RIJEKA SPORT društvo s ograničenom odgovornošću za upravljanje, održavanje i izgradnju sportskih i drugih objekata",73293310543,,,Primorsko-goranska županija,Trg Viktora Bubnja 1,Rijeka,rijekasport@rijekasport.hr,,,17,1,RIJEKA SPORT,d.o.o.
40241768,"LIFT - MONT RIJEKA društvo s ograničenom odgovornošću za ugradnju, održavanje, remont dizala i elektroinstalacijske radove",3254435180,,,Primorsko-goranska županija,Kršinićeva 8,Rijeka,info@liftrijeka.com,,,17,1,LIFT - MONT RIJEKA,d.o.o.
40242757,MORE TEHNOLOGIJA društvo s ograničenom odgovornošću za gradnju i trgovinu,20236799078,,,Primorsko-goranska županija,Dobreć 85,Lovran,more.tehnologija@gmail.com,,,17,1,MORE TEHNOLOGIJA,d.o.o.
40244574,"RIO PROJEKTI društvo s ograničenom odgovornošću za gradnju, trgovinu i usluge",39183085478,,,Grad Zagreb,Ulica Matije Divkovića 71,Zagreb,energospektar.sud@gmail.com,,,16,1,RIO PROJEKTI,d.o.o.
40246367,"BERKOVIĆ SERVIS društvo s ograničenom odgovornošću za gradnju, popravak i servisiranje brodova i čamaca",58054978219,,,Primorsko-goranska županija,Kućina 7,Pinezići,dragana.berkovic1@gmail.com,,,17,1,BERKOVIĆ SERVIS,d.o.o.
40247066,"ORBAN d. o. o. za rezanje, oblikovanje i ugradnju kamena",94594188519,,,Primorsko-goranska županija,Rubeši 160,Kastav,klesarija.orban@gmail.com,,,17,1,ORBAN,d.o.o.
40248075,"PORTICUS d. o. o. za brodogradnju, trgovinu i usluge",327095618,,,Primorsko-goranska županija,Gornji Sroki 82,Sroki,ivica.filipovic2@gmail.com,,,16,1,PORTICUS,d.o.o.
40249086,D. E. N. E. C. O. M. društvo s ograničenom odgovornošću za gradnju sportskih terena,15410342634,,,Primorsko-goranska županija,Hegedušićeva 15,Rijeka,neda.buksa@denecom.hr,,,17,1,D. E. N. E. C. O. M.,d.o.o.
40250661,"TOP SOL INŽENJERING društvo s ograničenom odgovornošću za inženjering, ugradnju i održavanje termoenergetske i solarne opreme",38775618438,,,Primorsko-goranska županija,Tići 22,Rijeka,goran.jugovac@topsol.hr,,,17,1,TOP SOL INŽENJERING,d.o.o.
40251574,OPATIJA 21 d. o. o. za izgradnju i upravljanje nekretninama i parkiralištima,24313544105,,,Primorsko-goranska županija,Stubište Lipovica 3,Opatija,uprava@opatija21.hr,,,17,1,OPATIJA 21,d.o.o.
40253668,"AUTO RAVNICA & Co, društvo s ograničenom odgovornošću za popravak motornih vozila i brodogradnju",45192874758,,,Primorsko-goranska županija,Partizanski put 1,Kornić,autoravnica@inet.hr,,,16,1,AUTO RAVNICA & Co,d.o.o.
40256205,ZIDAR IZGRADNJA d. o. o. za gradnju i usluge,56720219522,,,Primorsko-goranska županija,Šoići 1,Kostrena,marko@zidar.hr,,,15,1,ZIDAR IZGRADNJA,d.o.o.
40263059,ADRIATIC POSREDOVANJE U BRODARSTVU društvo s ograničenom odgovornošću za posredovanje i brodogradnju,11579116162,,,Primorsko-goranska županija,Viktora Cara Emina 3,Opatija,adriatic@adriaticshipbrokers.hr,,,15,1,ADRIATIC POSREDOVANJE U BRODARSTVU,d.o.o.
40263552,"ŽIČARA UČKA d. o. o. za gradnju, upravljanje i gospodarsko korištenje žičarom",21248575428,,,Primorsko-goranska županija,Ivana i Matka Baštijana 17,Matulji,uckazicara2020@gmail.com,,,15,1,ŽIČARA UČKA,d.o.o.
40268723,"MOMPERLON društvo s ograničenom odgovornošću za projektiranje, gradnju i savjetovanje",17891628664,,,Istarska županija,Istarska 13,Tar,info-opcina@tar-vabriga.hr,,,18,1,MOMPERLON,d.o.o.
40271624,ABRIVA društvo s ograničenom odgovornošću za projektiranje i gradnju brodova i turistička agencija,42122347939,,,Primorsko-goranska županija,Obala 21,Punat,agencija@nas.com.hr,,,14,1,ABRIVA,d.o.o.
40273763,INŽENJERI ÖHLINGER I PARTNER d.o.o. za gradnju,44487646907,,,Istarska županija,Prilaz Cerella - Via Cerella 14,Pula,petra.nikolic@oehlinger.hr,,,16,1,INŽENJERI ÖHLINGER I PARTNER,d.o.o.
40274145,"P. P. TEHNIKA društvo s ograničenom odgovornošću za proizvodnju, ugradnju, nabavu i održavanje elektrotehničkih proizvoda",48714812695,,,Primorsko-goranska županija,Zdravka Kučića 14,Rijeka,pptehnika@gmail.com,,,14,1,P. P. TEHNIKA,d.o.o.
40275492,"NAVIS CONCEPT društvo s ograničenom odgovornošću za konzalting, inženjering, projektiranje, gradnju brodova, zastupanje i usluge",52052680819,,,Primorsko-goranska županija,Mrkopaljska 6,Rijeka,dragan.badzek@navisconcept.hr,,,17,1,NAVIS CONCEPT,d.o.o.
40276565,ISTRA YACHTING društvo s ograničenom odgovornošću za izgradnju i popravak plovila,61766129647,,,Istarska županija,Ulica sv. Polikarpa - Via San Policarpo 8,Pula,info@istrayachting.hr,,,14,1,ISTRA YACHTING d.o.o.,d.o.o.
40278575,"ZENIT ISTRA društvo s ograničenom odgovornošću za trgovinu, turizam, gradnju, usluge i turistička agencija u likvidaciji",76248832201,,,Istarska županija,Mletačka ulica - Via Venezia 12,Pula,marynarakovic@gmail.com,,,13,1,ZENIT ISTRA,d.o.o.
40282258,AB ENERGY HRVATSKA društvo s ograničenom odgovornošću za izgradnju kogeneracijskih postrojenja,4103332347,,,Primorsko-goranska županija,Strossmayerova 16,Rijeka,abeh.administration@gruppoab.com,,,13,1,AB ENERGY HRVATSKA,d.o.o.
40283011,"GRADNJA GENUS d.o.o. za gradnju, poslovanje nekretninama, turizam i turistička agencija",78922532229,,,Istarska županija,Ulica Albonosi - Via Albonosi 15,Galižana,bojan1970pu@gmail.com,,,13,1,GRADNJA GENUS,d.o.o.
40283732,S. I. M.  HYDROTERM društvo s ograničenom odgovornošću za gradnju i izvođenje instalacijskih radova,60761521340,,,Primorsko-goranska županija,Josipa Voltića 5,Rijeka,info@sim-hydroterm.hr,,,12,1,S. I. M.  HYDROTERM,d.o.o.
40286534,J. BUDIMIR društvo s ograničenom odgovornošću za gradnju i usluge,77873825427,,,Istarska županija,Rakovčeva ulica - Via Joakim Rakovac 56,Pula,josip.budimir81@gmail.com,,,13,1,J. BUDIMIR,d.o.o.
40289163,G. A. NEKRETNINE društvo s ograničenom odgovornošću za gradnju i poslovanje nekretninama,58166053264,,,Primorsko-goranska županija,Užarska 17,Rijeka,paul.oberhollenzer@artess.info,,,13,1,G. A. NEKRETNINE,d.o.o.
40290602,ĐOLE j.d.o.o. za gradnju i prijevoz,28664681740,,,Istarska županija,Ulica Šantamarina - Via Santamarina 10,Pula,zdravko.dokicpu@gmail.com,,,13,1,ĐOLE j.d.o.o.,j.d.o.o.
40292194,"PANGEA PULA d.o.o. za gradnju, trgovinu i turistička agencija",2642559605,,,Istarska županija,Motovunski prolaz - Vicolo Montona 6,Pula,babic.pjeskarenje@gmail.com,,,13,1,PANGEA PULA,d.o.o.
40292707,GLAVAŠ GRADNJA d.o.o. za gradnju i trgovinu,66015816554,,,Istarska županija,Perojska cesta - Via Peroi 48,Fažana,miro.glavas88@gmail.com,,,13,1,GLAVAŠ GRADNJA,d.o.o.
40292900,SOLAR DOBRINJ društvo s ograničenom odgovornošću za proizvodnju i ugradnju solara,47826311418,,,Primorsko-goranska županija,Dobrinj 128,Dobrinj,zdenko.kirincic@ri.t-com.hr,,,13,1,SOLAR DOBRINJ,d.o.o.
40293687,PIKOTERM jednostavno društvo s ograničenom odgovornošću za gradnju i instalacijske radove,1607444452,,,Primorsko-goranska županija,Tuliševica 52,Lovran,pikoterm@gmail.com,,,13,1,PIKOTERM,j.d.o.o.
40294655,X.O.A. GRADNJA društvo s ograničenom odgovornošću za gradnju i usluge,45610691699,,,Primorsko-goranska županija,Kablarska cesta 56,Rijeka,xoagradnja@yahoo.com,,,13,1,X.O.A. GRADNJA,d.o.o.
40295641,"NISKOGRADNJA PULA d.o.o. za gradnju, nekretnine i trgovinu",93488417950,,,Istarska županija,Ulica Valsaline - Via Valsaline 39,Pula,niskogradnjapula@gmail.com,,,12,1,NISKOGRADNJA PULA,d.o.o.
40301525,SEJO GRADNJA društvo s ograničenom odgovornošću za gradnju i usluge,96048104162,,,Istarska županija,Premanturska 244,Valbonaša,sejogradnja795@gmail.com,,,14,1,SEJO GRADNJA,d.o.o.
40302464,BAŠTARDIN jednostavno društvo s ograničenom odgovornošću za ugradnju stolarije i usluge,55795334457,,,Istarska županija,Bunarska cesta - Strada dei pozzi 19,Pula,tanjaperusko1972@gmail.com,,,12,1,BAŠTARDIN,j.d.o.o.
40306513,UNA NEKRETNINE društvo s ograničenom odgovornošću za trgovinu i gradnju,18446872283,,,Istarska županija,Ulica Proštinske bune - Via della rivolta del Prostimo 22,Pula,unanekretninepula@outlook.com,,,12,1,UNA NEKRETNINE,d.o.o.
40308574,EL.PE.S. 1 društvo s ograničenom odgovornošću za trgovinu i gradnju,38654259820,,,Istarska županija,Dukićeva ulica - Via Ante Dukić 5,Pula,elpes@mail.inet.hr,,,12,1,EL.PE.S. 1,d.o.o.
40309052,NATURA DOMUS društvo s ograničenom odgovornošću za gradnju i usluge,70652075036,,,Istarska županija,Ivetići 77,Jakovici,dean.jurman@gmail.com,,,12,1,NATURA DOMUS,d.o.o.
40311125,ARCUM društvo s ograničenom odgovornošću za brodogradnju,75347519356,,,Primorsko-goranska županija,"Saršoni, Zorzići 2",Viškovo,arcumdoo@gmail.com,,,12,1,ARCUM,d.o.o.
40311150,DRILLING društvo s ograničenom odgovornošću za gradnju i poslovanje nekretninama,94757855871,,,Primorsko-goranska županija,Korzo 32,Rijeka,CFeer@vli.com.au,,,12,1,DRILLING,d.o.o.
40311230,"PATAJ društvo s ograničenom odgovornošću za gradnju, trgovinu i usluge",77702045918,,,Istarska županija,Ulica Stjepana Žiže - Via Stjepan Žiža 1,Rovinj - Rovigno,info@birokont.hr,,,12,1,PATAJ,d.o.o.
40315959,BUILD PROJECT jednostavno društvo s ograničenom odgovornošću za ugostiteljstvo i gradnju,18140128021,,,Primorsko-goranska županija,Ivana Gorana Kovačića 37,Vrbovsko,buildproject@net.hr,,,12,1,BUILD PROJECT,j.d.o.o.
40316252,ĐOZO društvo s ograničenom odgovornošću za gradnju i usluge,27685525037,,,Istarska županija,Rovinjska ulica 4,Rovinjsko Selo,josip.vrdoljak.gradnja@gmail.com,,,12,1,ĐOZO,d.o.o.
40317794,"BRODOGRADNJA PIČULJAN društvo s ograničenom odgovornošću za brodogradnju, turizam i trgovinu",43260503660,,,Primorsko-goranska županija,Barbat 226,Rab,info@piculjan.hr,,,10,1,BRODOGRADNJA PIČULJAN,d.o.o.
40319664,"GRADNJA MEŠANOVIĆ d.o.o. za gradnju, trgovinu i turizam",45516660555,,,Istarska županija,Rov 5,Medulin,semirmesanovic@gmail.com,,,11,1,GRADNJA MEŠANOVIĆ,d.o.o.
40319988,"TAJPA društvo s ograničenom odgovornošću za gradnju, trgovinu i usluge",39105969321,,,Istarska županija,Ulica Stjepana Žiže - Via Stjepan Žiža 1,Rovinj - Rovigno,info@birokont.hr,,,11,1,TAJPA,d.o.o.
40320064,"PORETTI društvo s ograničenom odgovornošću za projektiranje, prodaju, ugradnju, održavanje i servisiranje sustava tehničke zaštite",94711049161,,,Istarska županija,Ulica Marsovog polja - Via campo Marzio 8,Pula,info@poretti.hr,,,12,1,PORETTI,d.o.o.
40320361,"NEUTRAL j.d.o.o. za građenje, brodogradnju i čišćenje",85846348639,,,Istarska županija,Partizanski put - Strada dei Partigiani 97,Pula,info@neutral-pula.hr,,,11,1,NEUTRAL,j.d.o.o.
40321137,PIČULJAN PRO-NAUTIC društvo s ograničenom odgovornošću za brodogradnju i trgovinu,77519623919,,,Primorsko-goranska županija,Barbat 226,Rab,piculjan@pro-nautic.info,,,11,1,PIČULJAN PRO-NAUTIC,d.o.o.
40326203,"DR STÖCKL NEKRETNINE društvo s ograničenom odgovornošću za gradnju, poslovanje nekretninama i usluge",64522970931,,,Istarska županija,Ulica Domenica Segalle - Via Domenico Segalla 8,Rovinj - Rovigno,info@dr-stoeckl-rausch.de,,,11,1,DR STÖCKL NEKRETNINE,d.o.o.
40331687,"POOL POINT društvo s ograničenom odgovornošću za izgradnju, održavanje bazena i trgovinu",50210795156,,,Primorsko-goranska županija,Zorzići 43,Saršoni,kerapool@yahoo.com,,,11,1,POOL POINT,d.o.o.
40333869,GRADINA društvo s ograničenom odgovornošću za gradnju i pružanje usluga,75497645728,,,Primorsko-goranska županija,Jardasi 13,Kastav,josip.gradina@gmail.com,,,11,1,GRADINA,d.o.o.
40336666,"SIGURNA ZONA društvo s ograničenom odgovornošću za projektiranje, prodaju, ugradnju, održavanje i servisiranje sustava tehničke zaštite",45560083701,,,Istarska županija,Fucane 22,Medulin,kris@sigurna-zona.com,,,8,1,SIGURNA ZONA,d.o.o.
40338694,ANTO GRADNJA j.d.o.o. za gradnju i trgovinu,53222540640,,,Istarska županija,G. Favretta 18,Bužinija - Businìa,anto.babic1969@outlook.com,,,11,1,ANTO GRADNJA,j.d.o.o.
40345128,"PRO M. INVESTMENTS društvo s ograničenom odgovornošću za investicije, gradnju i trgovinu",68467269348,,,Istarska županija,Porečka 29,Nova Vas,goramonj.gradnja@gmail.com,,,10,1,PRO M. INVESTMENTS,d.o.o.
40349293,AQUA SUB društvo s ograničenom odgovornošću za hidrogradnju i usluge,28683816038,,,Primorsko-goranska županija,Pletenci 22,Rijeka,info@aquasub.hr,,,10,1,AQUA SUB,d.o.o.
40352922,GALLIA društvo s ograničenom odgovornošću za brodogradnju i usluge,45730592090,,,Primorsko-goranska županija,Franje Čandeka 23,Rijeka,bojanbrl@hotmail.com,,,10,1,GALLIA,d.o.o.
40353370,"KVARNER NAVIS društvo s ograničenom odgovornošću za brodogradnju i trgovinu, turistička agencija",11234079272,,,Primorsko-goranska županija,Spinčići 129,Kastav,kvarner.navis@gmail.com,,,10,1,KVARNER NAVIS,d.o.o.
40354830,VUKŠIĆ društvo s ograničenom odgovornošću za gradnju i usluge,73925863051,,,Primorsko-goranska županija,Mavri 58,Marčelji,zoran.vuksic555@gmail.com,,,9,1,VUKŠIĆ,d.o.o.
40359300,VOLTUS društvo s ograničenom odgovornošću za gradnju i trgovinu,62884857605,,,Primorsko-goranska županija,Petrci 48,Marinići,nihadbegovic9@gmail.com,,,9,1,VOLTUS,d.o.o.
40363829,JSI jednostavno društvo s ograničenom odgovornošću za gradnju i usluge,1881234675,,,Primorsko-goranska županija,Veprinačkog Statuta 2,Opatija,opatija.jsi@gmail.com,,,9,1,JSI,j.d.o.o.
40367877,SHIPBUILDING TEAM društvo s ograničenom odgovornošću za izgradnju brodova,94156582088,,,Primorsko-goranska županija,Užarska 17,Rijeka,shipbuildingt@gmail.com,,,9,1,SHIPBUILDING TEAM društvo s ograničenom odgovornošću za izgradnju brodova,d.o.o.
40375789,X RING društvo s ograničenom odgovornošću za izgradnju i održavanje informatičkih sustava,37054009031,,,Primorsko-goranska županija,Mirka Piškulića 3,Rijeka,info@xring.hr,,,8,1,X RING,d.o.o.
40377796,"AZIMUT društvo s ograničenom odgovornošću za geodetsku djelatnost, projektiranje i gradnju",40532740350,,,Primorsko-goranska županija,Bribir 20,Bribir,azimut.geodezija@gmail.com,,,8,1,AZIMUT,d.o.o.
40378490,"MARINE POWER društvo s ograničenom odgovornošću za gradnju, popravak i održavanje brodova, čamaca i drugih pomorskih objekata",34925269120,,,Primorsko-goranska županija,Janeza Trdine 2,Rijeka,plisicmladen@gmail.com,,,8,1,MARINE POWER,d.o.o.
